"Storage 011426 PM - RawData - C:\Users\Kyung\Feb102011\UV\File 110210 011426 PM.spc"
"Wavelength nm.","T%"
931.50,89.00757
932.00,90.41138
932.50,89.39056
933.00,89.31427
933.50,90.86456
934.00,90.84930
934.50,91.67786
935.00,91.47644
935.50,90.41748
936.00,90.39307
936.50,93.85834
937.00,89.55536
937.50,91.99524
938.00,88.25378
938.50,89.80408
939.00,91.57867
939.50,95.32471
940.00,90.96680
940.50,92.08221
941.00,92.35229
941.50,92.24548
942.00,91.43524
942.50,91.42761
943.00,90.56396
943.50,94.58008
944.00,94.76929
944.50,92.20123
945.00,91.51001
945.50,89.16626
946.00,88.05237
946.50,88.84888
947.00,93.03894
947.50,90.64026
948.00,90.36560
948.50,88.67798
949.00,85.68268
949.50,88.48572
950.00,92.59949
